,,LIvro de Preço,,,,,
C.INTERNO,PRODUTO,,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002385,JANELA ALUM VD CAN 2F MOV 100X80 ,7899935836012,UN,67064.0,DIVERSOS,200.00
0002386,JANELA ALUM VD CAN 2F MOV 80X100 ,7899935836005,UN,67055.0,DIVERSOS,200.00
0002387,JANELA ALUM VD CAN 2F MOV 80X80,7899935835992,UN,67046.0,DIVERSOS,165.00
0002388,KIT STANDER 5 PC COBRA METAIS,7898578801265,UN,10600,COBRA METAIS,60.00
0002389,SABONETEIRA STANDER/POP COBRA ,7898578802903,UN,90601,COBRA METAIS,15.00
0002390,PORTA TOALHA RETO STANDER/POP ,7898578801630,UN,90605,COBRA METAIS,12.50
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002391,REPARO 1/4 DE VOLTA M22 ,7898622660374,UN,16052-A,COBRA METAIS,20.50
0002392,TORNEIRA RETA PAREDE C-33 1/4 ,7898622666604,UN,4159,DIVERSOS,64.00
0002393,TORNEIRA COZ RETA PAREDE C-33 ,7898578803931,UN,4161,COBRA METAIS,62.00
0002394,TORNEIRA COZ. C-33 B.MOVEL COBRA ,7898578804228,UN,4167,DIVERSOS,58.50
0002395,TORNEIRA LAVATORIO C65 COBRA ,7898622666635,UN,4190,DIVERSOS,78.00
0002396,TORNEIRA COZ. C-33 AREJADOR ,7898578800466,UN,4267,COBRA METAIS,64.00
0002397,TORNEIRA ABS COZ. C-31 ACO ,7898622668875,UN,99167-AC,COBRA METAIS,35.00
0002398,TORNEIRA ABS COZ. C-50 CROMADA ,7898622665362,UN,99167-C,COBRA METAIS,35.00
0002399,TORNEIRA ABS COZ. C-23 ROSE ,7898578801401,UN,99167-R,COBRA METAIS,35.00
0002400,TORNEIRA ABS LAVATORIO C-65 ACO ,7898622669506,UN,99190-AC,COBRA METAIS,37.00
0002401,TORNEIRA ABS LAVATORIO C-65 B.,7898622667670,UN,99190-B,COBRA METAIS,26.00
0002402,TORNEIRA ABS LAVATORIO C-70 B.,7898622668004,UN,99190-P,COBRA METAIS,30.00
0002403,ACABAMENTO C-50 COMPLETO ,7898578802231,UN,5425,COBRA METAIS,27.00
0002404,PIA 100X50  CINZA CLARO DURAFORT,7897075171222,UN,7897075171222,DIVERSOS,150.00
0002405,PIA 100X50 CM TR DURAFORT,7897075171215,UN,7897075171215,DIVERSOS,150.00
0002406,PIA 100X50 CM PRETO DURAFORT,7897075171208,UN,7897075171208,DIVERSOS,150.00
0002407,PIA 100X50 CM BRANCO DURAFORT,7897075171192,UN,7897075171192,DIVERSOS,150.00
0002408,PIA 085X50 CM C.CLARO DURAFORT,7897075171185,UN,7897075171185,DIVERSOS,142.00
0002409,PIA 085X50 CM TR DURAFORT,7897075171178,UN,7897075171178,DIVERSOS,142.00
0002410,PIA 085X50 CM PRETO DURAFORT,7897075171161,UN,7897075171161,DIVERSOS,142.00
0002411,PIA 085X50 CM BRANCO DURAFORT,7897075171154,UN,7897075171154,DIVERSOS,142.00
0002412,LUVA LATEX AMA 9G MUCAMBO,0000000002412,UN,36462,DIVERSOS,6.00
0002413,LUVA IMBAT LARANJA REFOR 10 GG,7908089600278,UN,IMBAT,DIVERSOS,12.50
0002414,LUVA IMBAT LARANJA REFOR 09 G,7908089600261,PR,IMBAT,DIVERSOS,12.50
0002415,ALICATE BOMBA DAGUA 12 SATA,7891645093402,UN,70413,DIVERSOS,87.00
0002416,DOBRADICA PORTEIRA N 00 SAO ,7898089528002,UN,C-00,DIVERSOS,13.00
0002417,REGISTRO ICO METAIS 3/4 CS40 ,7898156089603,UN,1416,DIVERSOS,70.00
0002418,MINI P.PALET AM SB CON2X12X60 500,7899119828529,UN,061071,DIVERSOS,1202.28
0002419,LAMPADA LED 12W ELGIN,7897013586255,UN,081264,DIVERSOS,6.00
0002420,CENTELHA,0000000002420,UN,,DIVERSOS,165.00
0002421,ROMA ESPATULA ACO CABO PVC ,7891595003285,UN,202012,DIVERSOS,7.50
0002422,JOELHO SOLD. 25MM 45 PLASTILT,7898067900271,PC5,1023,DIVERSOS,2.00
0002423,JOELHO SOLD. 32MM 45 PLASTILIT,7898067903234,UN,1024,DIVERSOS,3.50
0002424,REDUCAO SOLD LONGA 32 X 20 ,0000000002424,PC5,1246,DIVERSOS,3.00
0002425,VASSOURAO 40CM,0000000002425,UN,,DIVERSOS,21.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002426,CAIXA DE CORREIO PLAST. BRANCA ,0000000002426,UN,,DIVERSOS,37.00
0002427,FIO TORCIDO 2 X 1.5MM X 100M ,7898259252713,M,9008,DIVERSOS,3.60
0002428,"KIT PADRAO MONOFASICO 1"" PADRAO ",20016487,CX,PADRAO FORTE,DIVERSOS,145.00
0002429,PONTEIRO ENCAIXE RAPIDO ,7891799450403,UN,0648250000,DIVERSOS,24.00
0002430,TALHADEIRA ENCAIXE RAPIDO ,7891799450380,UN,0647250020,DIVERSOS,22.00
0002431,TALHADEIRA ENCAIXE RAPIDO ,7891799450397,UN,0647250040,DIVERSOS,25.00
0002432,ABRACADEIRA SEM FIM INOX WURTH ,7891799419721,UN,0538038051,DIVERSOS,6.70
0002433,DOBRAD SIMPLES ACCESS BHS RETA ,7891799486037,UN,0683140031,DIVERSOS,4.50
0002434,FONTE AUTOMOTIVA NEW LIFE ,0000000002434,UN,04.70005,DIVERSOS,147.00
0002435,CAIXA MED TRIFAS COELBA TAF,7898330672607,UN,710006,DIVERSOS,135.00
0002436,FITA CREPE EMBALANDO 18MMX10M,2881285142955,UN, ,DIVERSOS,4.00
0002437,ASSENTO SANIT BRANCO VERONA ,7899085400071,UN,1527,DIVERSOS,33.50
0002438,BARRA ROSCADA ZI 14 X 1M ,0000000002438,EMB,414,DIVERSOS,10.00
0002439,PARAFUSO FIX MDF PHIL 5.0 X 50 ,7892261541766,CX3,3084,DIVERSOS,0.40
0002440,PARAFUSO FIX MDF PHIL 5.0 X 80 ,7892261369865,UN,3515,DIVERSOS,0.75
0002441,PARAFUSO FIX MDF PHIL 6.0 X 100 ,7892261369469,CX1,3396,DIVERSOS,1.00
0002442,PARAFUSO SEXT RI A8.8 M05X25MM ,7899371642413,CX2,3924,DIVERSOS,0.50
0002443,PARAFUSO SEXT RSC SOB ZI 516 X 70 ,7899371591803,CX1,2809,DIVERSOS,1.50
0002444,PARAFUSO SEXT RSC SOB ZI 516 X 90 ,0000000002444,CX1,510,DIVERSOS,2.00
0002445,PORCA SEXT M05 MA CH08 POLIDA ,7899371802312,PC5,2592,DIVERSOS,0.20
0002446,PORCA SEXT UNC 14 CH716 POLIDA ,7899371800110,PC2,2589,DIVERSOS,0.30
0002447,TRINCHA 1.12 PT 300/4 ATLAS,7896380105434,UN,3004,DIVERSOS,5.00
0002448,MANGUEIRA CJ.JARDIM CR 10M ,7898923075129,RL,010629,DIVERSOS,40.50
0002449,REGULADOR GAS S/MAN ALIANCA,7891249058319,UN,504/01,DIVERSOS,39.00
0002450,FECHADURA EXT. ESP.INOX STAM ,7893858350174,UN,601/03,DIVERSOS,87.00
0002451,REATOR DRIVER LED 8W-25W ,7890428183309,UN,081968,DIVERSOS,38.00
0002452,FECHADURA PILLER EXT. INOX ALAV,7898697090113,UN,2961,DIVERSOS,70.00
0002453,ARGAMASSA PORCELATO PISO S/ ,7897255921975,SAC,PSP,DIVERSOS,42.00
0002454,PRIMER PARA MANTA QTZ - FR 1L,7894174244499,FRA,0607.00042.0001,DIVERSOS,30.00
0002455,PISO 33X57  PAREDE BEGE LISO  ,7898336013664,CX1,5721,DIVERSOS,70.00
0002456,PISO 33X57  PAREDE BRANCO LISO  ,7898336012636,CX1,5717,DIVERSOS,70.00
0002457,PISO 57X57 - BRANCO LISO - 33M/CX,7908229602377,CX1,5757519,DIVERSOS,95.00
0002458,PISO 57X57  MADEIRADO  3.3M/CX,7908229601592,CX1,5757558,DIVERSOS,95.00
0002459,PISO 57X57  MADEIRADO BRANCO  3.3,7908229601585,CX1,5757556,DIVERSOS,95.00
0002460,PISO 33X57  PAREDE MARMORIZADO  ,7908229604081,CX1,57739,DIVERSOS,70.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002461,PISO 57X57 - ANTIDERRAPANTE - ,7908229601523,CX1,5757518,DIVERSOS,95.00
0002462,CAVADEIRA ART. TRAMONTINA ,7891117051497,UN, ,DIVERSOS,74.00
0002463,ESTRADO INDUSTRIAL PT 50X50X3,0000000002463,UN,079739,DIVERSOS,41.00
0002464,CAVADEIRA ART. MADE. 125M   ,17898586138640,UN,110214,DIVERSOS,48.00
0002465,REGISTRO ESFERA C/UNIAO 25MM ,17898543591563,UN,020372,DIVERSOS,19.00
0002466,REGISTRO ESFERA C/UNIAO 32MM ,17898543591570,UN,020374,DIVERSOS,30.00
0002467,PAINEL LED 18W  6W EMB QD ELGIN,7897013564420,UN,074352,DIVERSOS,97.00
0002468,TAMPA GRELHA NR.51 QUADR.,7897801306621,UN,0937,DIVERSOS,17.00
0002469,TAMPA GRELHA NR.55 REDONDA ,7897801306638,UN,0941,DIVERSOS,13.00
0002470,PORTA ALUM. VZ TOTAL 210 X 80 DIR.,7897473145207,UNI,NT8000D,DIVERSOS,745.00
0002471,PORTA ALUM. VZ TOTAL 210 X 80 ESQ.,7897473145122,UNI,NT8000E,DIVERSOS,745.00
0002472,PORTA ALUM. POSTIGO 210 X 80 DIR.,7897473145092,UNI,NT8007DVC,DIVERSOS,590.00
0002473,PORTA ALUM. POSTIGO 210 X 80 ESQ.,0000000002473,UNI,NT8007EVC,DIVERSOS,590.00
0002474,PORTA ALUM. VZ 2VD 210 X 80 DIR.,0000000002474,UNI,NT8002DVC,DIVERSOS,535.00
0002475,PORTA ALUM. VZ 2VD 210 X 80 ESQ.,0000000002475,UNI,NT8002EVC,DIVERSOS,535.00
0002476,PORTA ALUM. POSTIGO 210 X 86 ,0000000002476,UNI,NT2086VC,DIVERSOS,985.00
0002477,PORTA ALUM. BASCULANTE 210 X 80 ,0000000002477,UNI,NT8005DVC,DIVERSOS,671.00
0002478,PORTA ALUM. BASCULANTE 210 X 80 ,0000000002478,UNI,NT8005EVC,DIVERSOS,671.00
0002480,PREGO C/CB 12X12 ARCELOR MITTAL,7896230501010,KG1,3803,DIVERSOS,26.00
0002481,IMPERM PAREDE VEDAPREN 3.6L BCO ,7897321120219,BD1,23151,DIVERSOS,109.00
0002482,ROLO LA 23CM ANTIRESPINGO S/CB ,7896380193998,UN1,27898,DIVERSOS,13.00
0002483,BATEDOR/MISTURADOR ARGAMASSA ,7899702812546,UN1,27947,DIVERSOS,50.00
0002484,BATEDOR/MISTURADOR ARGAMASSA ,7899702816735,UN1,31542,DIVERSOS,50.00
0002485,MASSA CORRIDA ACRILICA 825L/13KG ,0000000002485,SC,1,DIVERSOS,32.00
0002486,MASSA CORRIDA PVA 825L/13KG  ,0000000002486,SC,2,DIVERSOS,25.00
0002487,TINTA UNIVERSAL 36 L BRANCO NEVE,0000000002487,GL,221,UNIVERSO,30.00
0002488,TINTA SPRAY PTO BRILH.6X350 ,7898543380924,UN,003439,DIVERSOS,22.00
0002489,"FACAO P/ MATO 18"" TRAMONTINA",7891112011496,UN,032737,DIVERSOS,32.00
0002490,"FACAO P/ MATO 18"" CORNETA",7896673118134,UN,032516,DIVERSOS,62.00
0002491,GANCHO ZINC.C/BUCHA N08 WS,7898489750607,UN,064771,DIVERSOS,1.00
0002492,QUADRO DISJ.PVC EMB. 8BC/6PT BC ,7898011978783,UN,081713,DIVERSOS,25.00
0002493,"DISCO FLAP 4.1/2"" GR060 MTX",7899612714602,UN,086003,DIVERSOS,7.00
0002494,"DISCO FLAP 4.1/2"" GR080 MTX",7899612714640,UN,086004,DIVERSOS,7.00
0002495,VELA DE  FILTRO TORN. BICA MIL,7898300300011,UN,112122,DIVERSOS,10.00
0002496,VELA DE FILTRO CARVAO ATIVADO ,7898668365295,UN,120090,DIVERSOS,24.50
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002497,GRAXA DE MOTO 80GR SACHE BICO ,7897170505670,UN,087512,DIVERSOS,6.00
0002498,"FACAO P/ MATO 18"" COLLINS",7899737517195,UN,113010,DIVERSOS,32.00
0002499,ESMALTE EXTRALUX PRETO 112.5ML,7908147602725,UN,2311,DIVERSOS,8.00
0002500,JUNCAO REDUCAO ESG SN 100X75 ,0000000002500,UN1,1309,DIVERSOS,30.00
0002501,TINTA DACOL PISO 15L BRANCO,0000000002501,BD,2688,DIVERSOS,250.00
0002502,"ENXADA BAHIA 2.5"" TRAMONTINA ",7891117001843,UN,77262/254,DIVERSOS,52.00
0002503,PARAFUSADEIRA/FURADEIRA BOSCH,4059952582559,UN,110163,DIVERSOS,492.00
0002504,ESTILETE WURTH 18MM,7891799450267,UN,038005,DIVERSOS,6.00
0002505,"FORMAO 1"" CHANFRADO PACETTA",7897157701491,UN,075481,DIVERSOS,40.00
0002506,DISCO BORRACH 45 THO ,7898011976710,UN,085648,DIVERSOS,11.00
0002507,TRENA STARRETT 5M,7891265015914,UN,110364,DIVERSOS,23.00
0002508,MARRETA C/CAB 20KG TRAMONTINA,7891114093742,UN,075376,DIVERSOS,64.00
0002509,TELHA ETERNIT BRASILIT 1.83 X 1.10,0000000002509,UN,ETERNIT,DIVERSOS,74.00
0002510,TINTA SPRAY 400ML MUNDIAL PRIME ,7898907527354,UN,1162,DIVERSOS,18.00
0002511,DISCO DIAM TURBO THOMPSON,7898011975300,UN,693,DIVERSOS,15.00
0002512,PORTA ALMOFADA MISTA EM H 80CM,0000000002512,UN,,DIVERSOS,390.00
0002513,JANELA ALMOFADA MISTA EM H 1.10,0000000002513,UN,,DIVERSOS,210.00
0002514,"NIPEL ROSCAVEL 3/4"" / 25",0000000002514,UN,,DIVERSOS,2.00
0002515,MARI PIA/LAVATORIO PRETO ,0000000002515,UN,31438,DIVERSOS,172.00
0002516,MARI COLUNA P/LAVATORIO PRETA,0000000002516,UN,31440,DIVERSOS,128.00
0002517,ASSENTO HERC ALMOF OVAL PRIME ,7898668360139,UN,2385,DIVERSOS,66.00
0002518,"CHUVEIRO HERC 05"" COM REGISTRO",0000000002518,UN,4495,DIVERSOS,13.00
0002519,PARAFUSO FIXACAO P/CX ACOPLADA ,7898954237442,UN,PADOVA,DIVERSOS,17.00
0002520,PORTA MADEIRA FRISO CT01 60 X 210 ,0000000002520,UN,7128,DIVERSOS,205.00
0002521,PORTA MADEIRA FRISO CT01 70 X 210 ,0000000002521,UN,7129,DIVERSOS,205.00
0002522,PORTA MADEIRA LISA 60 X 210 ,0000000002522,UN,5842,DIVERSOS,190.00
0002523,PORTA MADEIRA LISA 70 X 210 ,0000000002523,UN,5843,DIVERSOS,190.00
0002524,FIO PARALELO 10MM MEGA 100M,7898417291738,M,017100,DIVERSOS,2.00
0002525,FIO TORCIDO 2 X 1.5MM MEGATRON ,7899278985750,M,017131,1-DIVERSOS,3.50
0002526,ESCOVA CARVAO LIXA BOSC ,7898905016140,UN,017986,DIVERSOS,4.00
0002527,TE BC 3 ROSCAS KRONA,17897801302514,UN,021111,DIVERSOS,3.00
0002528,ESCOVA CARVAO SERR MAR ,7898905016515,UN,077107,DIVERSOS,4.50
0002529,GRAMPO FIXAR FIO 14/16 PLASTIN ,7898178610366,PC,1416,DIVERSOS,4.00
0002530,GRAMPO FIXAR FIO 10/12 PLASTIN ,7898178615279,PC,1012,DIVERSOS,4.00
0002531,FITA ISOLANTE SCOTCH 3M  ,7891040004386,UN,081100,DIVERSOS,14.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002532,DISCO DIAM. TURBO HAMMER,7897181963704,UN,086047,DIVERSOS,13.50
0002533,"BASE DISCO DE LIXA C/ VELCRO 5"" ",7899206171651,UN,086785,DIVERSOS,16.50
0002534,"BASE DISCO DE LIXA C/ VELCRO 5"" ",7899612705747,UN,762209,DIVERSOS,12.00
0002535,DISCO DE LIXA C/ VELCRO P40 ,7899206181827,UN,110787,DIVERSOS,11.00
0002536,DISCO DE LIXA C/ VELCRO P60 ,7899206181834,UN,110788,DIVERSOS,11.00
0002537,DISCO DE LIXA C/ VELCRO P80 ,7899206181841,UN,110789,DIVERSOS,1.10
0002538,DISCO DE LIXA C/ VELCRO P100 ,7899206181858,UN,110790,DIVERSOS,11.00
0002539,DISCO DE LIXA C/ VELCRO P150 ,7899206181872,UN,110791,DIVERSOS,11.00
0002540,DISCO DE LIXA C/ VELCRO P180 ,7899206181889,UN,110792,DIVERSOS,2.00
0002541,DISCO DE LIXA C/ VELCRO P120 ,7899206181865,UN,110819,DIVERSOS,11.00
0002542,TINTA CORIDEAL LATEX PVA BCO ,0000000002542,BD,,DIVERSOS,85.00
0002543,TINTA ACRILICA FESTCASA BCO NEVE ,0000000002543,BD,,DIVERSOS,110.00
0002544,TINTA ACRILICA FESTPLUS BCO NEVE ,0000000002544,BD,,DIVERSOS,165.00
0002545,CHAVE PHILLIPS FERTAK 3/16 X 6,7899095457010,UN1,3166,DIVERSOS,7.50
0002546,"CHAVE PHILLIPS FERTAK 3/16"" X 8""",7899095457027,UN1,3168,DIVERSOS,8.00
0002547,"CHAVE PHILLIPS FERTAK 5/16 X 5""",736532120021,UN1,5165,DIVERSOS,12.00
0002548,"CHAVE PHILLIPS FERTAK 5/16 X 6""",7899095407848,UN1,5166,DIVERSOS,12.50
0002549,"CHAVE PHILLIPS FERTAK 5/16 X 8""",7899095407855,UN1,5168,DIVERSOS,14.00
0002550,SODA CAUSTICA YARA 950G,7898099001342,UN,,DIVERSOS,18.00
0002551,ADESIVO COLA PVC FORTLEV - ,7898543595694,UN,11731751,DIVERSOS,15.00
0002552,VALVULA PIA/LAVAT 7/8 BR FORTLEV ,7898543596400,UN,16780013,DIVERSOS,5.00
0002553,FITA VEDA ROSCA FORTLEV - 18MM X ,7898543595724,UN,16741855,DIVERSOS,11.00
0002554,FITA VEDA ROSCA FORTLEV - 18MM X ,7898543595717,UN,16741825,DIVERSOS,6.50
0002555,UNIAO SOLDAVEL 50MM,1000002555422,UN, ,DIVERSOS,29.00
0002556,PORTA MADEIRA FRISO CT01 80 X 210 ,0000000002556,UN,7130,DIVERSOS,205.00
0002557,PORTA MADEIRA LISA 80 X 210 ,0000000002557,UN,5844,DIVERSOS,190.00
0002558,DESEMPENADEIRA ACO LISA 12X24CM ,7897937460075,UN,12921,DIVERSOS,14.00
0002559,DESEMPENADEIRA ACO DENTADA ,7897937409395,UN,12922,DIVERSOS,13.50
0002560,"FORMAO CHANF CABO MAD 1/2 "" ",7897157701453,UN,12107,DIVERSOS,33.00
0002561,"SERROTE 18"" PROFISSIONAL ",7891114000276,UN,9562,DIVERSOS,55.00
0002562,"SERROTE 20"" PROFISSIONAL ",7891114000283,UN,9564,DIVERSOS,58.00
0002563,DESEMP MADEIRA 14X24CM ,7897937400361,UN,8337,DIVERSOS,15.00
0002564,DESEMP MADEIRA 15X25CM ,7897937400378,UN,8338,DIVERSOS,19.00
0002565,FITA ISOLANTE PRETA 20MX19MM ,7898105770521,UN,FOXLUX,DIVERSOS,9.00
0002566,FITA ISOLANTE PRETA 10MX19MM ,7898105770514,UN,12511,DIVERSOS,5.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002567,TANQUE FORTLEV 250LT,7898911343025,UN,2010003,DIVERSOS,250.00
0002568,DISCO DIAM. SEGMENTADO W-MAX ,7891799498184,UN,5986110212,DIVERSOS,21.00
0002569,DISCO DE CORTE VACCUM W-MAX,7891799486358,UN,0610110020,DIVERSOS,49.50
0002570,"ABRACADEIRA TIPO D C/ CUNHA 3/4"" ",4053479816913,UN,0543904001,DIVERSOS,4.00
0002571,"ABRACADEIRA TIPO U ZN 3/4"" WURTH",7891799441517,UN,055226 34,DIVERSOS,3.00
0002572,"ABRACADEIRA TIPO U ZN 3.1/2"" ",7891799441579,UN,055290 3,DIVERSOS,9.00
0002573,"ABRACADEIRA TIPO D C/ CUNHA 3"" ",4053479816975,UN,0543904007,DIVERSOS,11.00
0002574,"ABRACADEIRA TIPO D C/ CUNHA 3.1/2"" ",4053479817002,UN,0543904010,DIVERSOS,15.00
0002575,ABRACADEIRA P/ CABO DE ACO 10MM,7891799453909,UN,052001 38,DIVERSOS,10.00
0002576,DISCO DE LIXA C/ VELCRO G60 ,7891799464189,UN,0577126060,DIVERSOS,3.25
0002577,DISCO DE LIXA C/ VELCRO G80 ,7891799464196,UN,0577126080,DIVERSOS,3.25
0002578,DISCO DE LIXA C/ VELCRO G100 ,7891799464219,UN,0577126100,DIVERSOS,3.25
0002579,DISCO DE LIXA C/ VELCRO G120 ,7891799464226,UN,0577126120,DIVERSOS,3.25
0002580,"DISCO DE FERRO W-MAX 7"" WURTH",7891799464844,UN,5986180101,DIVERSOS,9.00
0002581,"DOBRADICA GALV. 3.1/2"" X 2.1/2"" C/3 ",7898416150920,UN,2578,DIVERSOS,13.00
0002582,"DOBRADICA GALV. 3"" X 2"" C/2 CART ",7898416150906,UN,2568,DIVERSOS,9.00
0002583,"DOBRADICA ACO C/ANEL 3.1/2"" X 2.1/2"" ",7898416155086,UN,5900,DIVERSOS,25.00
0002584,"DOBRADICA ACO C/ANEL 3"" X 2.1/2"" ",7898416155147,UN,5906,DIVERSOS,17.00
0002585,"DOBRADICA ACO C/ANEL REFOR 3.1/2"" ",7898416155352,UN,6285,DIVERSOS,41.00
0002586,"DOBRADICA ACO C/ANEL REFOR 3.1/2"" ",7898416155451,UN,6375,DIVERSOS,28.50
0002587,"FERROLHO FIO REDONDO 4"" GALV. ",7898416152986,UN,2670,DIVERSOS,11.50
0002588,"FERROLHO FIO REDONDO 5"" GALV. ",7898416153525,UN,2676,DIVERSOS,13.00
0002589,"FERROLHO FIO REDONDO 3"" GALV. ",7898416152979,UN,2664,DIVERSOS,9.00
0002590,"FERROLHO FIO REDONDO 2"" GALV. ",7898416152962,UN,2652,DIVERSOS,6.00
0002591,FERROLHO COLONIAL ZLO 6CM ,7898416151002,UN,7495,DIVERSOS,10.00
0002592,FERROLHO COLONIAL ZLO 9CM ,7898416151019,UN,7496,DIVERSOS,17.50
0002593,FERROLHO COLONIAL ZLO 12CM ,7898416151026,UN,7497,DIVERSOS,24.00
0002594,COLA INST ALMASUPER BICO ,7898405964354,UN,126129,DIVERSOS,7.00
0002595,GRAXA USO GERAL 500G CHASSIS ,7897170500095,UN,125613,DIVERSOS,18.00
0002596,REGULADOR GAS PEQ. S/MANG ,7891249061166,UN,505/01,DIVERSOS,28.50
0002597,SELADOR ACRILICO LUX 15L,7908147612069,BDE,2245,DIVERSOS,96.00
0002598,DISCO FLAP CONICO 4.12 G 120 ,751320415707,UN,3700,DIVERSOS,7.00
0002599,PARAFUSO BSW FENDA 316X1.12 ,7892183010326,PC0,01032,DIVERSOS,0.50
0002600,PARAFUSO SEXT RSC SOB ZI 1/4 X 50 ,0000000002600,UN,04504,DIVERSOS,1.00
0002601,PARAFUSO SEXT RSC SOB ZI 1/4 X 55 ,7892183072812,UN,07281,DIVERSOS,1.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002602,PARAFUSO SEXT RSC SOB ZI 1/4 X 60 ,7892183042471,UN,04247,DIVERSOS,1.00
0002603,PARAFUSO SEXT RSC SOB ZI 1/4 X 65 ,7892183271475,UN,05241,DIVERSOS,1.00
0002604,"COLHER DE PEDREIRO 8"" COLLINS",7899956603020,UN,1295,DIVERSOS,23.00
0002605,EXTENSOR P/ROLO DE PINTURA 2M ,7896380170586,UN,1600,DIVERSOS,33.50
0002606,ESCADA 05 DEG.ALUM.MAESTRO ,7898113086874,UN,051576,DIVERSOS,235.00
0002607,SERRA MARMORE BOSCH GDC150  ,7891009845463,UN,085676,DIVERSOS,610.00
0002608,ESPUMA DE PEDREIRO LAMINAR,7898723020008,UN,110610,DIVERSOS,3.00
0002609,CONECTOR PENTE MULT06MM ,7891435019513,UN,017051,DIVERSOS,14.00
0002610,LIXA NORTON P/MASSA/MADEIRA GR ,7895316231872,UN,033197,DIVERSOS,2.00
0002611,ESPATULA 6CM ACO CB.MAD.COMPEL,7897613526026,UN,2602,DIVERSOS,6.00
0002612,ESPATULA 8CM ACO CB.MAD.COMPEL,7897613526033,UN,2603,DIVERSOS,7.00
0002613,CALCULADORA MESA CASIO MX120    ,4971850032649,UN,036117,DIVERSOS,61.54
0002614,FIXA FIO DG 14/16,7898662130202,UN,20889,DIVERSOS,6.00
0002615,VEDACIT COMPOUND TIX 1KG - UND,7897321130485,UN,61446,DIVERSOS,91.00
0002616,JOGO CHAVES ALLEN FERTAK TOOLS ,7899095405363,JG,2407,DIVERSOS,15.00
0002617,COLA BRANCA UNIPEGA 1KG,7898652120305,UN,63358,DIVERSOS,22.00
0002618,TORNEIRA HERC C/FILTRO B.MOVEL ,7898668361433,UN,2906,DIVERSOS,72.50
0002619,TORNEIRA HERC C/FILTRO B.MOVEL ,7898668361440,UN,63632,DIVERSOS,78.50
0002620,DESEMP ACO DENT 255X12 CB MAD ,7898159701021,UN1,2218,DIVERSOS,19.00
0002621,DESEMP ACO LISA 255X12 CB MAD ,7898159701014,UN1,2219,DIVERSOS,19.00
0002622,PARAFUSO FIX MDF PHIL 5.0 X 40 ,7892261541742,CX3,3090,DIVERSOS,0.30
0002623,PORTA MISTA 2BD 40X40 ALM/VID,0000000002623,UN,,DIVERSOS,425.00
0002624,COLA BRANCA QUARTZOLIT EXTRA ,7897255928738,UN,0422.00000.0001,DIVERSOS,35.00
0002625,DISCO DIAMANTADO SEGMENTADO ,7891345538159,UN,0593.00149.0001,DIVERSOS,23.00
0002626,REJUNTE CINZA PLATINA QUARTZOLIT ,7897255925515,UN,0107.00020.0030,DIVERSOS,45.00
0002627,REJUNTE PALHA QUARTZOLIT 1KG,7897255925607,KG,0107.00045.0015,DIVERSOS,13.00
0002628,REJUNTE CINZA ARTICO QUARTZOLIT ,7897255925461,KG,0107.00018.0015,DIVERSOS,13.00
0002629,REJUNTE CORDA QUARTZOLIT 1KG,7897255925683,KG,0107.00055.0015,DIVERSOS,13.00
0002630,COLA DE CONTATO 75G BRASCOLA,7896231713528,UN,532,DIVERSOS,9.00
0002631,"MANGUEIRA CORRUGADA 1""/ 32  ",0000000002631,UN,,DIVERSOS,2.50
0002633,PEITORIL JANELA DE MADEIRA 105 X ,0000000002633,UN,,DIVERSOS,70.00
0002634,PEITORIL JANELA DE MADEIRA 125 X ,0000000002634,UN,,DIVERSOS,80.00
0002635,PEITORIL JANELA DE MADEIRA 85 X 17,0000000002635,UN,,DIVERSOS,60.00
0002636,PEITORIL JANELA DE VIDRO 85 X 17,0000000002636,UN,,DIVERSOS,60.00
0002637,FILETE 105CM,0000000002637,UN,,DIVERSOS,56.50
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002638,FILETE 125CM,0000000002638,UN,,DIVERSOS,66.50
0002639,FILETE 155CM,0000000002639,UN,,DIVERSOS,83.50
0002640,CABO FLEX.  4.0MM VM.CORFIO   C100,7898258651173,M,017933,DIVERSOS,4.10
0002641,SARRAFO 2M FRI.840G/UN ECO.C4,7899625001096,UN,085045,DIVERSOS,65.00
0002642,SARRAFO 3M REF.1.5KG ECON. C4,17899625001123,UN,085046,DIVERSOS,117.00
