,,LIvro de Preço,,,,,
C.INTERNO,PRODUTO,,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002116,REGISTRO 1416 VED 3/4 C-40 COBRA ,7898622665171,UN,1416,COBRA METAIS,53.00
0002117,REGISTRO PRESSAO 3/4 C50 COBRA ,7898578802095,UN,1416,COBRA METAIS,63.00
0002118,ACABAMENTO C40 KIT COMPLETO ,7898578806635,UN,10140,COBRA METAIS,23.00
0002119,DUCHA HIGIENICA C-40 TP POP 1/4 ,7898622667656,UN,9020,COBRA METAIS,75.70
0002120,ADESIVO COLA PVC 175G KRONA ,7897801302661,UN,COLA,DIVERSOS,15.00
0002121,THINNER  900ML ITAQUA,7898941765057,UN,078467,DIVERSOS,18.00
0002122,SELADOR MAD.EUCATEX EXTRA 36L,7896587019937,CX,003356,DIVERSOS,133.00
0002123,PIA INOX 120X53 C/CONC.GHELPLUS,7895171034014,UN,054161,DIVERSOS,262.00
0002124,VALVULA PIA AMER.ABS C/RESER.31/2,7896202400426,UN,010569,DIVERSOS,15.00
0002125,VALVULA PIA AMER.ACO STAND 3.1/2,7898449367685,UN,026801,DIVERSOS,15.00
0002126,ROLO LA ANTIRRESPINGO 23CM ,7899389060803,UN,809523,DIVERSOS,15.00
0002127,"ABRACADEIRA TIPO U 1"" (32)",7893537000925,%,054211,DIVERSOS,3.00
0002128,BOTAO FRANCES ABS CROMADO ,7899201712279,PT,064174,DIVERSOS,4.00
0002129,BOTAO FRANCES C/FENDA 08MM MET.,7899201712255,PT,064298,DIVERSOS,5.00
0002130,KIT PARAFUSO TELHA COLONIAL MR ,7898187881917,PT,079375,DIVERSOS,70.00
0002131,PREGO 25X72 BELGO 6.1/2X2,7896230502369,KG,004309,DIVERSOS,24.00
0002132,TINTA GLASU ACR ECON FOS ,7891260489567,LA,GLASU,DIVERSOS,175.00
0002133,SUVINIL RENDE COBRE MUITO ,7891260525531,BD,SUVINIL,DIVERSOS,358.00
0002134,SPRAY SUVINIL ALTA TEMP FOS ,7891260352007,UN,SUVINIL,DIVERSOS,40.00
0002135,TINTA GLASU ACRILICA BRANCO 3.6L,7891260058633,GL,GLASU,DIVERSOS,65.00
0002136,DISJUNTOR BIPOLAR DIN 032A BCO,7891140379148,UN,G32SL,DIVERSOS,33.00
0002137,DISJUNTOR BIPOLAR C40 DIN,7891140379155,UN,G32SLC40,DIVERSOS,51.00
0002138,PA CHIPBOARD 60X090 CH PH BICR ,0000000002138,CX,39501,DIVERSOS,0.70
0002139,PA CHIPBOARD 60X080 CH PH BICR ,0000000002139,CX,39502,DIVERSOS,0.60
0002140,PA CHIPBOARD 60X070 CH PH BICR ,0000000002140,CX,39500,DIVERSOS,0.55
0002141,PA CHIPBOARD 60X060 CH PH BICR ,0000000002141,CX,39499,DIVERSOS,0.50
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002142,PA CHIPBOARD 50X080 CH PH BICR ,0000000002142,CX,27311,DIVERSOS,0.45
0002143,PA CHIPBOARD 50X070 CH PH BICR ,0000000002143,CX,36336,DIVERSOS,0.40
0002144,CABO FLEX.  6.00MM AMARELO,0000000002144,RL,40745,DIVERSOS,6.30
0002145,PINO MACHO EM L 20A PLUZIE,7898927648497,UN,9525,DIVERSOS,8.00
0002146,PAINEL LED EMBU 24W AVANT,7899452023452,UN,903021373,DIVERSOS,30.00
0002148,DISCO SERRA REFOC VIDEA ,7908097201436,UN,33945,DIVERSOS,38.00
0002149,SPOT LED 05W BIV EMBUTIR AVANT ,7899825502997,UN,30687,DIVERSOS,12.00
0002150,SPOT LED 07W BIV BRANCO AVANT,7898238938621,UN,36788,DIVERSOS,56.00
0002151,CABO PP FLEXIVEL 2 X 1.5MM ,7898259252805,M,9010,DIVERSOS,4.00
0002152,EXTENSAO RETA BR 3V 2PT CABO PP ,7898501820462,UN1,1742,DIVERSOS,47.00
0002153,FITA ISOLANTE PRETA 20M ,7891284057308,PC0,5580,DIVERSOS,9.00
0002154,LUVA REDUCAO 32MM X 25MM ,7898543591894,UN1,556,DIVERSOS,3.50
0002155,PARAFUSO VASO LATAO B10MM C02 ,7415320000146,PAR,B102,DIVERSOS,14.50
0002156,PARAFUSO DE VASO LATONADO ,7898357431843,UN,3602,DIVERSOS,3.50
0002157,PARAFUSO VASO LATONADO B8MM,7898357473720,UN,526,DIVERSOS,2.50
0002158,REG. PP MAQUINA LAVAR BR 12 HERC ,7898668363895,UN1,7152,DIVERSOS,16.00
0002159,ROLO TEXTURA RELEVO 23CM SC ,7891595002615,UN1,43323,DIVERSOS,31.00
0002160,GANCHO DE REDE SILVANA ,7898427931150,CX2,GANCHO,DIVERSOS,7.00
0002161,BOTA BORRACHA ALLWORK PT TAM ,7893963943360,PR1,90489,DIVERSOS,50.00
0002162,BOTA BORRACHA ALLWORK PT TAM ,7893963943377,PR1,90490,DIVERSOS,50.00
0002163,BOTA BORRACHA PEGA FORTE PT ,7909224158296,PR1,88639,DIVERSOS,50.00
0002164,BOTA BORRACHA PEGA FORTE PT ,7909224158302,PR1,88640,DIVERSOS,50.00
0002165,BOTA BORRACHA PEGA FORTE PT ,7909224158319,PR1,88641,DIVERSOS,50.00
0002166,BOTA BORRACHA PEGA FORTE PT ,7909224158326,PR1,88642,DIVERSOS,50.00
0002167,CHAVE COMBINADA 10MM ,7891114063547,PC,31778,DIVERSOS,11.00
0002168,CHAVE COMBINADA 11MM ,7891114063554,UN,111,DIVERSOS,12.00
0002169,COLA ALMAFLEX PVA 813 1KG,7898405963579,TB1,86811,DIVERSOS,25.00
0002170,DISCO CORTAG DIAM CONTINUO ,7897451415483,PC,94347,DIVERSOS,14.00
0002171,ESCAPULA 5.5 X 70 P/BUCHA 08 ZB,7892183102465,CX1,10246,DIVERSOS,0.80
0002172,EXTENSAO ILUMI COMP PP CHAT 05 ,7898542002353,PC,54877,DIVERSOS,40.50
0002173,LUVA MUCAMBO LATEX FORRADA ,7896098863695,UN,280,DIVERSOS,6.00
0002174,LUVA MUCAMBO LATEX FORRADA ,7896098863688,PT10,4411,DIVERSOS,6.00
0002175,LUVA PARAIBA DE RASPA CANO ,0000000002175,PT10,8180,DIVERSOS,10.50
0002176,LUVA PARAIBA DE RASPA CANO ,0000000002176,PT10,8181,DIVERSOS,9.50
0002177,LUVA PARAIBA DE RASPA CANO ,0000000002177,PT10,8182,DIVERSOS,13.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002178,LUVA PARAIBA DE RASPA CANO ,0000000002178,PT10,8183,DIVERSOS,13.00
0002179,PENEIRA COMEP ARO PLAST 55 ,0000000002179,AM1,6673,DIVERSOS,22.00
0002180,PENEIRA COMEP ARO PLAST 55 ,0000000002180,AM1,6675,DIVERSOS,22.00
0002181,TORN SOCEL P/PIA 1/2 18CM,7898926059195,PT12,95324,DIVERSOS,6.00
0002182,ESMALTE 1/4X6 EUCALAR BRILH.,7896587002826,CX,003183,DIVERSOS,30.00
0002183,PREGO 19X39 BELGO  3 1/2 X 9,7896230562752,CX,054031,DIVERSOS,18.00
0002184,TELA GALIN.2 150X50M F22.BELGO,0000000002184,RL,109847,DIVERSOS,390.00
0002185,PARAFUSO SEXT AUT BROCA 12X3 ,0000000002185,CX1,1393,DIVERSOS,1.25
0002186,PARAFUSO SEXT AUT BROCA 12X4 ,7892183672746,CX1,2885,DIVERSOS,1.50
0002187,PARAFUSO TELHA CVED ZI 516 X 110 ,0000000002187,CX1,422,DIVERSOS,1.50
0002188,PORCA SEXT M08 MA CH13 POLIDA  ,0000000002188,PC2,1519,DIVERSOS,0.40
0002189,"ABRACADEIRA TIPO U 40"" 1 1/4",0000000002189,PC5,1581,DIVERSOS,3.50
0002190,PARAFUSO SEXT AUT BROCA 12X2.12 ,0000000002190,CX1,1392,DIVERSOS,1.35
0002191,PECA MISTA 5.5MT 11X5,1000002191095,UN,,DIVERSOS,151.50
0002192,"DOBRADICA ACO ZINCADO 2"" ",7898410651973,PAR,DOB ROBUSTO,DIVERSOS,8.00
0002193,"DOBRADICA ACO ZINCADO 2.1/2"" ",7898410651980,PAR,DOB ,DIVERSOS,9.00
0002194,"FERROLHO EST. ZINCADO 2"" ",7898410651829,UN,FERR ,DIVERSOS,7.00
0002195,"FERROLHO EST. ZINCADO 3"" ",7898410651843,UN,FERR ,DIVERSOS,9.00
0002196,"FERROLHO EST. ZINCADO 4"" ",7898410651751,UN,FERR ,DIVERSOS,11.00
0002197,ESPATULA ACO CB PLASTICO N06 ,7891595002585,UN,4999,DIVERSOS,5.00
0002198,TINTA EM PO AZUL TURQUESA 2KG,7899010400107,UN,HIDRACOR,DIVERSOS,7.00
0002199,TINTA EM PO ROSA 2KG,7899010480222,UN,HIDRACOR,DIVERSOS,7.00
0002200,TINTA EM PO VERDE ALGA 2KG,7899010400039,UN,HIDRACOR,DIVERSOS,7.00
0002201,LUX ESM BASE AGUA BRANCO NEVE ,7908147609687,UN,2302,DIVERSOS,45.00
0002202,ESMALTE DIEPOXI BASE AGUA ,7892948043460,UN,284200204,DIVERSOS,65.00
0002203,MASSA CORRIDA DACOL 10 KG,0000000002203,SC,125,DIVERSOS,22.00
0002204,OLEO PARA MOTOR STIHL 2 TEMPOS ,795711482039,UN,3004,DIVERSOS,55.00
0002205,ESPATULA DE ACO FLEXIVEL 08CM ,7891595002592,UN,1622,DIVERSOS,7.50
0002206,LAMINA AFIACO P/ROCADEIRA FURO ,7898960456820,UN,,DIVERSOS,48.50
0002207,POSTE DE CONCRETO 6M,0000000002207,UN,POSTE,DIVERSOS,450.00
0002208,PAPELEIRA CROMADA VALEPLAST ,7898477911409,UN1,730,DIVERSOS,14.50
0002209,ACABAMENTO REGISTRO C33 ABS SA ,6182312246094,UN1,3664,DIVERSOS,13.60
0002210,COLA SILICONE 250G TRANSPARENTE ,7896038107056,UN1,3899,DIVERSOS,28.50
0002211,PINO FEMEA 2PT 20A CZA MECTRONIC,7898444102892,UN1,39011,DIVERSOS,8.00
0002212,TOM DUPL C/PL 2X4 10A MILLENIUM  - ,7898444103653,UN1,39049,DIVERSOS,10.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002213,PINO FEMEA 2PT 10A INTERNEED ,7892190062684,PC0,62684,DIVERSOS,4.50
0002214,TOMADA BARRAMENTO INTERNEED ,7892190066477,UN,234543,DIVERSOS,15.00
0002215,BROCA 3 PONTAS P/MAD 3MM IW1851 ,7897095019412,PC0,IW1851,DIVERSOS,10.00
0002216,BROCA 3 PONTAS P/MAD B 04X075MM ,7897095019429,PC0,17326,DIVERSOS,11.00
0002217,BROCA 3 PONTAS P/MAD D 06X090MM ,7897095019443,PC0,17328,DIVERSOS,12.00
0002218,BROCA 3 PONTAS P/MAD G 09X120MM ,7897095019474,PC5,IW1857,DIVERSOS,18.70
0002219,ROLO ESPUMA 09CM C/CB ATLAS,7896380100774,UN1,25804,DIVERSOS,6.00
0002220,SPOT LED EMB QUAD 7W AM3000K ,7898238938676,UN1,25882,DIVERSOS,29.50
0002221,SPOT LED EMB RED 7W AM3000K BIV ,7899452011800,UN1,25884,DIVERSOS,29.50
0002222,SPOT LED EMB RED 7W BC6500K BIV ,7899452011817,UN1,25885,DIVERSOS,29.50
0002224,PINO MACHO 2PT 20A CZA ,7898502047868,UN1,39225,DIVERSOS,6.50
0002225,CONECTOR PORCEL MED INTERNEED ,7892190066132,CX1,4947,DIVERSOS,4.00
0002226,PLACA CEGA 2X4 MILLENIUM,7898010139253,UN1,22007,DIVERSOS,4.00
0002227,PINO MACHO 2P 10A BCO MECTRONIC,7898502045062,UN1,39191,DIVERSOS,4.50
0002228,ANEL VEDACAO SIMPLES PULVITEC,7896038100958,UN,007827,DIVERSOS,8.00
0002229,TELA MOSQUITEIRO VDE 1.50MX50M ,7898394130280,RL,022405,DIVERSOS,6.00
0002230,VARAO CORTIN19MMX2M CER.,0000000002230,AM,031199,DIVERSOS,23.00
0002231,VARAO CORTIN19MMX2M MARF.,0000000002231,AM,031347,DIVERSOS,23.00
0002232,VARAO CORTIN19MMX2M MOG.,0000000002232,AM,031350,DIVERSOS,23.00
0002233,VARAO CORTIN19MMX3M MOG.,0000000002233,AM,031356,DIVERSOS,33.00
0002234,VARAO CORTIN19MMX3M CER.UTILI.  ,7899910106383,AM,031469,DIVERSOS,33.00
0002235,VARAO CORTIN19MMX3M IMB.VITORIA ,7899232477888,CX,037039,DIVERSOS,33.00
0002236,DISCO DESBAST 4.1/2X3/16 ICDER C10,7899106100508,CX,005016,DIVERSOS,6.00
0002237,DISCO LIXA FERRO 50 4.1/2 ,7895316319518,PT,F227#50,DIVERSOS,5.00
0002238,DISCO LIXA FERRO 80 4.1/2.NORT.C10,7895316723988,UN,F227#80,DIVERSOS,5.00
0002239,CALCA JEANS MASC AZUL 44 VLJ,0000000002239,UN,058095,DIVERSOS,81.52
0002240,CONECTOR HASTE COBRE1/2-5/8.,7898427431674,UN,074690,DIVERSOS,8.00
0002241,DISCO LIXA FERRO 50 4.1/2 THOMP,17898011977882,CX,P50,DIVERSOS,5.00
0002242,DISCO LIXA FERRO 80 4.1/2THOMP.,17898011977905,CX,P80,DIVERSOS,5.00
0002243,DISCO LIXA FERRO 24 4.1/2 THOMP,17898011977868,CX,P24,DIVERSOS,5.00
0002244,DISCO LIXA FERRO 24 4.1/2NORTO ,7895316319457,PT,F224#24,DIVERSOS,6.00
0002245,SERRA MAD.VIDEA184MM BOSCH,3165140880572,UN,BOSCH,DIVERSOS,55.50
0002246,"DISCO DESBASTE 7"" METAL BOSCH",4059952588476,UN,110377,DIVERSOS,21.00
0002247,ANEL DE VEDACAO VEDAH C/GUIA,7898909649887,DZ,VEDAH,DIVERSOS,8.00
0002248,TUBO DE ESGOTO SN DN 150 - 6M ,7898543591160,UN,11001501,DIVERSOS,200.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002249,CURVA DE ESGOTO 50 LONGA ,7898543592082,UN,11460501,DIVERSOS,12.70
0002250,REDUCAO EXCENTR ESG SN 150X100 ,7898543593102,UN,11231511,DIVERSOS,28.50
0002251,TE DE ESGOTO FORTLEV 150,7898543592372,UN,11251501,DIVERSOS,56.00
0002252,JOELHO 90 ESG SN DN 150 FORTLEV,7898543591962,UN,11131501,DIVERSOS,49.00
0002253,DESEMPENADEIRA ACO DENT ,7898159701397,UN,19550,DIVERSOS,13.00
0002254,PORTA CADEADO ZINCADO 35  ,7898087580835,UN,004695,DIVERSOS,7.25
0002255,PORTA CADEADO ZINCADO 25  ,7898087580811,UN,004697,DIVERSOS,3.25
0002256,RESISTENCIA PMR TOP JET ,7898933868186,UN,081624,DIVERSOS,27.00
0002257,PREGO 27X30 BELGO DOBRAD.,7896230506008,KG,054297,DIVERSOS,41.00
0002258,GRAMPO FIXA FIO 1012 DG C/20,7898662130011,UN,1662,DIVERSOS,5.00
0002259,DOB FLOA 35 X 25 LEVE C/2,7899154800047,UN,0004,DIVERSOS,16.70
0002260,"DOBRADICA FLO 15"" C/2 OURO PRETO",2917400000258,UN,0025,DIVERSOS,6.00
0002261,"DOBRADICA FG 15"" C/2 OURO PRETO",2917400000173,PC,0017,DIVERSOS,5.00
0002262,DOBRADICA FG 35 X 25 C/3 BLISTER O.,7899154800115,UN,0011,DIVERSOS,12.00
0002263,GRAMPO FIXA FIO 10/12 OURO PRETO ,2917400016617,PC,1661,DIVERSOS,6.00
0002264,"PORTA CADEADO 25"" REFORCADO ",2917400001330,UN,0133,DIVERSOS,10.00
0002265,"PORTA CADEADO 15"" FZ OURO PRETO",2917400001309,PC,0130,DIVERSOS,6.00
0002266,PARAFUSO VASO LATAO CROMADO ,2917400012688,UN,1268,DIVERSOS,7.00
0002267,CAIXA SIF 150X150X50 QUAD BR ,7898543591917,UN,11071511,DIVERSOS,34.50
0002268,BOIA CX DAGUA FORTLEV,7898911729942,UN,16700131,DIVERSOS,13.00
0002269,JANELA DE TIRA 80X110M,1000002269657,UN,CALHA,DIVERSOS,120.00
0002270,LAMPADA LED 30W AVANT,7899452011541,UN,5342,DIVERSOS,22.00
0002271,FILETE 175CM,0000000002271,UN,,DIVERSOS,75.00
0002272,FILETE 145CM,0000000002272,UN,,DIVERSOS,78.00
0002273,CACAMBA PLAS FUNDA P CARRO ,7891117020752,UN,14912,DIVERSOS,122.00
0002274,REMOVEDOR PASTOSO 1KG ANJO,7899917128104,UN,1169,DIVERSOS,53.00
0002275,MECANISMO ENTRADA UNIV CX ,0000000002275,UN,10132,DIVERSOS,45.00
0002276,DISJUNTOR DIN TRIPOLAR 63A CC ,7891435967296,UN,23747,DIVERSOS,54.00
0002277,PAINEL LED EMB 18W LZ BR GLIGHT,7899605546227,UN,19255,DIVERSOS,21.00
0002278,BOTA COURO CARTOM S/BIQ. TAM 41,7898934892098,PA,13498,DIVERSOS,60.00
0002279,BOTA COURO CARTOM S/BIQ. TAM 42,7898934892104,PA,13497,DIVERSOS,60.00
0002281,TRELICA PESADA 6MT,1238127309,UN,,DIVERSOS,50.00
0002282,MANGUEIRA CORRUGADA 25MM ,7898911729997,UN,13000250,DIVERSOS,2.00
0002283,SAPATA 5/16 60 X 60,00013369,UNI,1336,DIVERSOS,26.00
0002284,SAPATA 5/16 80 X 80,00013482,UNI,1348,DIVERSOS,44.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002285,SAPATA 3/8 60 X 60,00027762,UNI,2776,DIVERSOS,38.50
0002286,SAPATA 3/8 80 X 80,00013499,UNI,1349,DIVERSOS,60.00
0002287,PLUZIE MODULAR TOMADA BRANCA ,7898501825450,UN,7243,DIVERSOS,15.00
0002288,CHAVE TESTE DIGITAL 12-250V ,7899095409521,UN,8210,DIVERSOS,8.00
0002289,DISCO DIAMANTADO MELFI CONTINUO ,7898943365071,UN,10701,DIVERSOS,13.00
0002290,ROLO LA 09CM ROMA,7891595003278,UN,090-09,DIVERSOS,6.00
0002291,ESMALTE 4X36 DACAR BRILH.BRANCO,7897560707806,CX,DACAR,DIVERSOS,117.00
0002292,DESEMPENADEIRA ACO LISA 12X25 ,7898159701380,UN,19450,DIVERSOS,13.00
0002293,DESEMPENADEIRA PLAS.LISA18X30 ,7895379000187,DZ,OIRAM,DIVERSOS,13.00
0002294,DESEMPENADEIRA PLAS FRISADA ,7895379000194,UN,OIRAM,DIVERSOS,13.00
0002295,"FACA CARBONO 05"" TRAMONTINA",37891112014924,UN,22950/05,TRAMONTINA,13.50
0002296,"FACA PEIXEIRA CARBONO 07"" TRAM ",37891112014948,UN,22950/07,DIVERSOS,21.00
0002297,"FACA PEIXEIRA CARBONO 08"" TRAM ",37891112010261,UN,22950/08,DIVERSOS,21.00
0002298,FACA LEGUMES INOX TRAM.  ,7891112156029,DZ,015305,DIVERSOS,9.00
0002299,FITA ISOLANT 20MT X18MM IMPERIAL ,7891040105502,UN,017329,DIVERSOS,10.00
0002300,PISTOLA DE AR BESTFER,7899206182824,UN,033152,DIVERSOS,110.00
0002301,"FACA 5"" TOP CASA",7898673530237,DZ,051752,DIVERSOS,12.00
0002302,DISJUNTOR UNI 63A BCO DIN TRAM.,7891435094350,UN,094032,DIVERSOS,13.00
0002303,DESEMPENADEIRA PLAS.,7898038661828,AM,075155,DIVERSOS,10.00
0002304,TE DE 3 SAIDAS 10A 2PT BC PLUZIE,7898501820554,UN,9296,DIVERSOS,6.00
0002305,SUPORTE DE PIA PARAFUS.,7898551456604,PAR,112121,DIVERSOS,78.60
0002306,DISCO PORCELANATO WMAX 105X20 ,4065746773843,UN,EN13236,DIVERSOS,28.00
0002307,FECHADURA PARA PORTAO LIDER ,7898416150982,UN,7470,DIVERSOS,57.00
0002308,PARAFUSO P/ VASO ACO S08 GRAN,7898416155222,UN,5948,DIVERSOS,2.50
0002309,PARAFUSO P/ VASO ACO S10 GRAN,7898416155239,UN,5949,DIVERSOS,3.50
0002310,LIMPADOR POS OBRA GERAL 1L ,7894174238290,UN, ,DIVERSOS,25.70
0002311,TECPLUS TOP CX 4KG,7894174232250,CX, ,DIVERSOS,30.00
0002312,SILICONE ACETICO QUARTZOLIT,7897255929858,UN, ,DIVERSOS,26.00
0002313,VEDA CALHA CINZA QUARTZOLIT 400G,7894174238221,UN,0577.00089.0001,DIVERSOS,23.00
0002315,BARROTE 6X6 3.5MT,0000000002315,UN,,DIVERSOS,52.50
0002316,DESEMPENADEIRA ACO LISA 12X25 ,7897451415858,UN,KAEF,DIVERSOS,12.00
0002317,SILICONE TEK BOND 50G,7898472261783,UN,84626,DIVERSOS,8.00
0002318,PLAFON TASCHIBRA E27 PORCELANA ,7897079052732,UN,90229,DIVERSOS,5.00
0002319,PINO TRAMONTINA FEMEA 2PT 10A ,7891435929072,UN,953,DIVERSOS,7.00
0002320,CABO DE MACHADO JENIPAPO,1000002320600,UN,JENIPAPO,DIVERSOS,20.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002321,CABO DE PA/ENXADA MANUAL,1000002321676,UN,JENIPAPO,DIVERSOS,20.00
0002322,SOLEIRA DE PORTA 145 X 14,0000000002322,UN,,DIVERSOS,60.00
0002323,SELADOR ACRILICO DACOL 3.6L,0000000002323,UN,134,DIVERSOS,36.00
0002324,CHAVE COMBINADA 12MM ,7891114063561,UN,005416,DIVERSOS,13.00
0002325,CHAVE COMBINADA 13MM ,7891114063578,UN,005417,DIVERSOS,14.00
0002326,CHAVE COMBINADA 14MM ,7891114063585,UN,005418,DIVERSOS,15.00
0002327,CANIVETE CARBONO 52/PPT.FIN CIMO,7896167052029,UN,52P,DIVERSOS,35.00
0002328,LINHA PEDREIRO LISA  50M POLIBEL,7898078640036,UN,022894,DIVERSOS,5.00
0002329,REPARO REGISTRO PRESSAO 1416 ,7899075101643,UN,026744,DIVERSOS,21.00
0002330,ESGUICHO DUCHA HIG.ABS CROM ,7890217030371,UN, ,DIVERSOS,27.00
0002331,MANGUEIRA FLEX.DUCHA MET.12M ,7890217030357,UN,037434,DIVERSOS,38.00
0002332,LINHA PEDREIRO LISA 100M ,7891289102980,UN,109844,DIVERSOS,10.00
0002333,ASSENTO SANITARIO PRETO ALMOF ,7898188096846,UN,007649,DIVERSOS,72.00
0002334,JANELA ALMOFADA MISTA 110X 80 ,0000000002334,UN,,DIVERSOS,235.00
0002335,REPARO PARA REGISTRO SA METAIS,618231224319,UN,3659,DIVERSOS,14.00
0002336,REPARO SILICONE DECA,0000000002336,UN,BORRACHA,DIVERSOS,5.00
0002337,DOBRADICA FLOA 3 X 25 REF. C/ ,0000000002337,UN,0038,DIVERSOS,26.00
0002338,DOBRADICA FCRA 3 X 25 C/2 ,7899154827259,UN,2725,DIVERSOS,29.00
0002339,PLUZIE IDEALE INT BCO 3 TECLAS ,7898929349064,UN,3205,DIVERSOS,13.00
0002340,"LIMA ENXADA 8"" LSLIMAS CHATA",7898284841296,UN,129,DIVERSOS,13.00
0002341,FECHADURA POPLINE RETA EXT ,7892327876344,UN,71115,DIVERSOS,65.00
0002342,OLEO HIDRAUL 12X1 TIPO A POTENZA,27898344111257,UN,087303,DIVERSOS,332.20
0002343,TELHA ETERNIT CRISTAL POLICARB ,17702458296485,UN,109602,DIVERSOS,107.00
0002344,FRITADEIRA ELE.S/OLEO 35L MIDE127,7908198001799,UN,111583,DIVERSOS,561.00
0002345,FRITADEIRA ELE.S/OLEO 35L MIDE220,7908198001805,UN,111584,DIVERSOS,561.00
0002346,FECHADURA EXT. BOLAFIXA ,7898414841202,UN,599MPA,DIVERSOS,75.00
0002347,VEDA ROSCA 18MMX10M GOOL      ,7898913604520,UN,007822,DIVERSOS,3.00
0002348,FECHADURA STILO EXT.ALAV. ,7898414840014,UN,459MPA,DIVERSOS,52.00
0002349,"DISCO FLAP 4.1/2"" 040 THOMPSON",7898011977779,UN,1467,DIVERSOS,7.00
0002350,"DISCO FLAP 4.1/2"" 060 THOMPSON",7898011977786,UN,1468,DIVERSOS,7.00
0002351,"DISCO FLAP 4.1/2"" 080 THOMPSON",7898011977793,UN,1469,DIVERSOS,7.00
0002352,PARAFUSO CHIP45X50 JOMARCA   ,7892183031468,UN,086983,DIVERSOS,0.50
0002353,"DISCO FLAP 4.1/2"" 100 THOMPSON",7898011979551,UN,1997,DIVERSOS,7.00
0002354,PARAFUSO SEXT.ROS.,7892183045045,UN,04504,DIVERSOS,0.70
0002355,RESISTENCIA LORENZETTI TOPJET ,7896451837349,UN,3055P,DIVERSOS,50.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0002356,TORNEIRA COZINHA ALTA BRANCA 1/4 ,7898699560140,UN,1010B,DIVERSOS,30.00
0002357,TORNEIRA LAVATORIO ALTA BRANCA ,7898699560188,UN,1012B,DIVERSOS,30.00
0002358,TORNEIRA MAQUINA/TANQUE ,7898699560225,UN,1013B,DIVERSOS,30.00
0002359,TORNEIRA LAVATORIO ALTA ,7898960191974,UN,1012C,DIVERSOS,39.00
0002360,DISCO DE SERRA 24D THOMPSON,7898011974860,UN,585,DIVERSOS,16.00
0002361,CORDA TRANCADA AZUL 04MM,0000000002361,UN,,DIVERSOS,0.70
0002362,REMOVEDOR PASTOSO MASSAFIX ,7898362380464,UN,078518,DIVERSOS,50.00
0002363,BROCA MOURAO 079MM-5/16 X 28CM,7897095025857,UN,005075,DIVERSOS,52.00
0002364,DISCO TURBO DIAMANTADO RANGER,7898638308307,UN,,DIVERSOS,12.00
0002365,MASCARA DESCARTAVEL.TRIPLA ,7899682780750,UN,096953,DIVERSOS,2.00
0002366,BOFO PIK PULGA,7898906904200,UN, ,DIVERSOS,4.00
0002367,"BAINHA DE FACAO 16""",0000000002367,UN,,DIVERSOS,24.00
0002368,"FERROLHO PORTA CADEADO GALV. 4"" ",1230000001878,UN,18-7,DIVERSOS,13.00
0002369,MANGUEIRA CORRUGADA 25  3/4 ,0000000002369,UN,VIATEK,DIVERSOS,1.50
0002370,CHURRASQUEIRA PEROLA ,7897075173356,UN,3.001,DIVERSOS,196.00
0002371,CHURRASQUEIRA PEROLA POLIDA,7897075172281,UN,3.0,DIVERSOS,196.00
0002372,CHURRASQUEIRA GOLD ,7897075173370,UN,4.001,DIVERSOS,303.00
0002373,CHURRASQUEIRA DIAMANTE ,7897075173394,UNI,6.001,DIVERSOS,488.00
0002374,PE DE CHURRASQUEIRA - P,7897075170379,PC,3.1,DIVERSOS,82.00
0002375,PE DE CHURRASQUEIRA - M/G,7897075170010,PC,4.1,DIVERSOS,86.00
0002376,PECA MISTA 7MT 14X5,0000000002376,UN,,DIVERSOS,280.00
0002377,VEDACIT ADITIVO ,7897321127959,UN,3691,DIVERSOS,13.00
0002378,CABO FLEX.  2.5MM PT.CORFIO   C100,7898410392333,RL,017917,DIVERSOS,2.90
0002379,CABO FLEX.  4.0MM PT.CORFIO   C100,7898258651159,RL,017931,DIVERSOS,4.10
0002380,ANTENA EXT.LOG 28 ELEM.DIG.,7896689114229,UN,074177,DIVERSOS,55.00
0002381,BASC ALUM PF VD CAN 1FX1M 30X40,7899935801416,UN,20435.0,DIVERSOS,60.00
0002382,BASCULANTE ALUM PF VD CAN 1FX1M ,7899935800051,UN,359.0,DIVERSOS,65.00
0002383,JANELA ALUM VD CAN 2F 100X120,7899935822039,UN,49637.0,DIVERSOS,248.00
0002384,JANELA ALUM VD CAN 2F MOV ,7899935836029,UN,67073.0,DIVERSOS,225.00
